VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2015-06-02 11:27:52,2015-06-02 11:54:48,1,2.80,-73.998199462890625,40.722824096679688,1,N,-73.990211486816406,40.754989624023437,1,17,0,0.5,3.56,0,0.3,21.36
1,2015-06-02 11:27:53,2015-06-02 11:36:51,2,.90,-73.993499755859375,40.727951049804687,1,N,-73.983070373535156,40.726860046386719,1,7,0,0.5,1.55,0,0.3,9.35
1,2015-06-02 11:27:53,2015-06-02 11:32:02,1,.30,-73.953498840332031,40.785259246826172,1,N,-73.952407836914062,40.789615631103516,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2015-06-02 11:27:54,2015-06-02 11:45:40,6,2.10,-73.979385375976562,40.781715393066406,1,N,-73.957115173339844,40.768348693847656,1,12.5,0,0.5,2.66,0,0.3,15.96
2,2015-06-02 11:27:55,2015-06-02 11:33:39,1,1.84,-73.963142395019531,40.758541107177734,1,N,-73.968841552734375,40.748359680175781,2,8,0,0.5,0,0,0.3,8.8
2,2015-06-02 11:27:55,2015-06-02 11:43:19,2,1.37,-73.979225158691406,40.784793853759766,1,N,-73.961647033691406,40.779762268066406,1,11,0,0.5,3.54,0,0.3,15.34
2,2015-06-02 11:27:56,2015-06-02 11:47:29,1,2.44,-73.964599609375,40.772266387939453,1,N,-73.975242614746094,40.770298004150391,1,13.5,0,0.5,1.25,0,0.3,15.55
1,2015-06-02 11:27:57,2015-06-02 11:48:27,1,.90,-73.979202270507812,40.749507904052734,1,N,-73.988716125488281,40.754058837890625,1,12.5,0,0.5,3.3,0,0.3,16.6
1,2015-06-02 11:27:57,2015-06-02 11:45:52,1,2.20,-73.981773376464844,40.783542633056641,1,N,-73.975326538085938,40.759174346923828,2,13,0,0.5,0,0,0.3,13.8
1,2015-06-02 11:27:58,2015-06-02 11:36:53,1,1.20,-74.010513305664063,40.711196899414063,1,N,-74.016632080078125,40.704719543457031,2,7.5,0,0.5,0,0,0.3,8.3
1,2015-06-02 11:27:59,2015-06-02 11:39:23,1,1.00,-73.972335815429687,40.796459197998047,1,N,-73.962249755859375,40.805431365966797,2,8.5,0,0.5,0,0,0.3,9.3
2,2015-06-02 11:27:59,2015-06-02 11:33:18,6,.74,-73.963409423828125,40.774330139160156,1,N,-73.968147277832031,40.765380859375,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2015-06-02 11:28:00,2015-06-02 11:33:16,1,.53,-73.993438720703125,40.727470397949219,1,N,-73.99591064453125,40.730438232421875,2,5,0,0.5,0,0,0.3,5.8
1,2015-06-02 11:28:03,2015-06-02 11:49:17,1,1.30,-73.954879760742187,40.767330169677734,1,N,-73.972747802734375,40.764789581298828,1,13.5,0,0.5,2,0,0.3,16.3
2,2015-06-02 11:28:03,2015-06-02 11:38:42,6,1.08,-73.981986999511719,40.7576904296875,1,N,-73.968879699707031,40.761653900146484,1,8,0,0.5,2.2,0,0.3,11
1,2015-06-02 11:28:03,2015-06-02 11:46:20,1,1.30,-73.962516784667969,40.779144287109375,1,N,-73.974090576171875,40.762767791748047,2,12,0,0.5,0,0,0.3,12.8
1,2015-06-02 11:28:04,2015-06-02 11:38:17,1,.90,-73.976936340332031,40.751777648925781,1,N,-73.969291687011719,40.758377075195312,2,8,0,0.5,0,0,0.3,8.8
1,2015-06-02 11:28:05,2015-06-02 11:36:14,1,1.40,-73.962486267089844,40.767127990722656,1,N,-73.946769714355469,40.776462554931641,2,7.5,0,0.5,0,0,0.3,8.3
2,2015-06-02 11:28:06,2015-06-02 12:00:40,1,3.13,-73.970359802246094,40.799106597900391,1,N,-73.96826171875,40.765247344970703,1,20.5,0,0.5,4.26,0,0.3,25.56
1,2015-06-02 11:28:07,2015-06-02 11:43:39,2,5.00,-73.975166320800781,40.750049591064453,1,N,-74.008995056152344,40.712505340576172,1,17.5,0,0.5,4,0,0.3,22.3
2,2015-06-02 11:28:07,2015-06-02 11:39:12,2,.94,-73.981887817382812,40.7490234375,1,N,-73.971298217773438,40.755363464355469,2,8,0,0.5,0,0,0.3,8.8
2,2015-06-02 11:28:08,2015-06-02 11:38:16,1,1.75,-73.962471008300781,40.805168151855469,1,N,-73.943130493164063,40.816020965576172,2,9,0,0.5,0,0,0.3,9.8
2,2015-06-02 11:28:09,2015-06-02 11:35:19,1,1.12,-73.981971740722656,40.769145965576172,1,N,-73.988273620605469,40.776561737060547,2,6.5,0,0.5,0,0,0.3,7.3
2,2015-06-02 11:28:10,2015-06-02 11:36:21,1,.93,-73.978401184082031,40.766738891601563,1,N,-73.967063903808594,40.76995849609375,1,7,0,0.5,1.56,0,0.3,9.36
1,2015-06-02 11:28:11,2015-06-02 11:33:19,2,1.00,-73.980232238769531,40.767391204833984,1,N,-73.972755432128906,40.780681610107422,2,6,0,0.5,0,0,0.3,6.8
2,2015-06-02 11:28:12,2015-06-02 12:09:22,1,2.69,-73.962966918945313,40.775020599365234,1,N,-73.987632751464844,40.750961303710938,1,24.5,0,0.5,0,0,0.3,25.3
1,2015-06-02 11:28:12,2015-06-02 11:38:37,1,.90,-73.984077453613281,40.761264801025391,1,N,-73.973777770996094,40.762851715087891,2,7.5,0,0.5,0,0,0.3,8.3
2,2015-06-02 11:28:13,2015-06-02 11:36:15,1,1.19,-73.975090026855469,40.765480041503906,1,N,-73.982917785644531,40.750518798828125,1,7.5,0,0.5,2.08,0,0.3,10.38
2,2015-06-02 11:28:14,2015-06-02 11:58:09,3,7.71,-74.011627197265625,40.710033416748047,1,N,-73.962760925292969,40.799175262451172,2,27.5,0,0.5,0,0,0.3,28.3
2,2015-06-02 11:28:15,2015-06-02 11:48:28,1,1.51,-73.973541259765625,40.757205963134766,1,N,-73.99151611328125,40.750030517578125,1,12.5,0,0.5,2.66,0,0.3,15.96
1,2015-06-02 11:28:15,2015-06-02 11:39:36,1,2.20,-73.981430053710938,40.752601623535156,1,N,-74.008163452148438,40.748809814453125,1,10,0,0.5,3,0,0.3,13.8
1,2015-06-02 11:28:16,2015-06-02 11:42:21,2,1.00,0,0,1,N,0,0,1,9.5,0,0.5,3.09,0,0.3,13.39
2,2015-06-02 11:28:16,2015-06-02 11:48:15,3,2.14,-73.991744995117188,40.716365814208984,1,N,-74.011878967285156,40.713497161865234,2,13.5,0,0.5,0,0,0.3,14.3
1,2015-06-02 11:28:17,2015-06-02 11:38:17,1,.90,-73.995437622070312,40.739822387695313,1,N,-74.005355834960937,40.734584808349609,2,7.5,0,0.5,0,0,0.3,8.3
1,2015-06-02 11:28:17,2015-06-02 11:34:39,1,.80,-73.963035583496094,40.772579193115234,1,N,-73.969764709472656,40.762725830078125,2,6,0,0.5,0,0,0.3,6.8
1,2015-06-02 11:28:19,2015-06-02 11:44:56,1,1.10,-73.987968444824219,40.758113861083984,1,N,-74.001075744628906,40.757278442382812,1,11,0,0.5,3.5,0,0.3,15.3
2,2015-06-02 11:28:20,2015-06-02 11:45:11,1,2.12,-73.983871459960937,40.743598937988281,1,N,-74.002220153808594,40.726490020751953,1,12,0,0.5,2.56,0,0.3,15.36
1,2015-06-02 11:28:20,2015-06-02 11:33:05,1,.70,-74.011268615722656,40.715839385986328,1,N,-74.01776123046875,40.708206176757813,1,5,0,0.5,1.16,0,0.3,6.96
2,2015-06-02 11:28:20,2015-06-02 11:44:57,1,6.04,-73.947723388671875,40.779148101806641,1,N,-73.937202453613281,40.854270935058594,1,20.5,0,0.5,2,0,0.3,23.3
2,2015-06-02 11:28:21,2015-06-02 11:38:39,6,1.28,-73.987800598144531,40.728309631347656,1,N,-74.00384521484375,40.723281860351562,1,8.5,0,0.5,1,0,0.3,10.3
2,2015-06-02 11:28:21,2015-06-02 12:04:53,1,20.81,-73.993942260742188,40.751312255859375,5,N,-74.277366638183594,40.709518432617188,2,76,0,0,0,11.75,0.3,88.05
1,2015-06-02 11:28:23,2015-06-02 11:42:53,1,1.70,-73.989631652832031,40.75201416015625,1,N,-73.970184326171875,40.759765625,2,10.5,0,0.5,0,0,0.3,11.3
2,2015-06-02 11:28:24,2015-06-02 11:41:49,4,2.29,-74.010696411132813,40.711326599121094,1,N,-74.005744934082031,40.738719940185547,1,11,0,0.5,1.5,0,0.3,13.3
1,2015-06-02 11:28:25,2015-06-02 11:33:17,1,1.10,-73.976058959960937,40.744865417480469,1,N,-73.973152160644531,40.738479614257813,1,5.5,0,0.5,1.25,0,0.3,7.55
1,2015-06-02 11:28:25,2015-06-02 11:36:36,1,1.20,-73.954460144042969,40.765602111816406,1,N,-73.953811645507813,40.779125213623047,2,7,0,0.5,0,0,0.3,7.8
2,2015-06-02 11:28:26,2015-06-02 11:47:40,1,1.72,-73.979766845703125,40.766048431396484,1,N,-73.9810791015625,40.747276306152344,1,12.5,0,0.5,2.66,0,0.3,15.96
2,2015-06-02 11:28:27,2015-06-02 12:19:44,6,10.27,-73.874458312988281,40.774131774902344,1,N,-73.97467041015625,40.756561279296875,2,40.5,0,0.5,0,5.54,0.3,46.84
2,2015-06-02 11:28:28,2015-06-02 12:12:44,2,4.52,-73.948562622070313,40.776649475097656,1,N,-73.995643615722656,40.750598907470703,1,27.5,0,0.5,5.66,0,0.3,33.96
1,2015-06-02 11:28:29,2015-06-02 11:34:32,1,.90,-73.979660034179688,40.754909515380859,1,N,-73.980545043945313,40.744922637939453,1,6,0,0.5,1.35,0,0.3,8.15
2,2015-06-02 11:28:30,2015-06-02 12:29:14,6,12.63,-73.986198425292969,40.758880615234375,1,N,-73.988800048828125,40.618240356445313,1,46.5,0,0.5,10.57,5.54,0.3,63.41
2,2015-06-02 11:28:31,2015-06-02 11:38:00,1,1.11,-73.953170776367188,40.765048980712891,1,N,-73.9647216796875,40.755908966064453,2,8,0,0.5,0,0,0.3,8.8
2,2015-06-02 11:28:31,2015-06-02 11:33:23,1,.85,-73.962226867675781,40.773143768310547,1,N,-73.954299926757812,40.783740997314453,2,5.5,0,0.5,0,0,0.3,6.3
2,2015-06-02 11:28:31,2015-06-02 11:38:00,2,.84,-73.978828430175781,40.756069183349609,1,N,-73.989540100097656,40.752468109130859,1,7.5,0,0.5,2.08,0,0.3,10.38
1,2015-06-02 11:28:32,2015-06-02 11:38:17,1,1.60,-73.992813110351563,40.768154144287109,1,N,-74.004844665527344,40.748931884765625,1,8,0,0.5,1.75,0,0.3,10.55
2,2015-06-02 11:28:33,2015-06-02 12:06:54,5,3.11,-73.984512329101563,40.769721984863281,1,N,-74.0050048828125,40.741844177246094,1,22.5,0,0.5,2.58,0,0.3,25.88
2,2015-06-02 11:28:33,2015-06-02 11:53:06,1,.74,-73.993522644042969,40.745220184326172,1,N,-73.987007141113281,40.766796112060547,2,14.5,0,0.5,0,0,0.3,15.3
2,2015-06-02 11:28:34,2015-06-02 11:32:46,1,.81,-73.981529235839844,40.752548217773438,1,N,-73.989112854003906,40.743949890136719,1,5,0,0.5,1.45,0,0.3,7.25
1,2015-06-02 11:28:37,2015-06-02 11:37:39,1,.20,-73.992050170898438,40.755615234375,1,N,-73.993110656738281,40.755210876464844,1,7,0,0.5,0,0,0.3,7.8
2,2015-06-02 11:28:37,2015-06-02 11:51:03,4,2.34,-73.980636596679688,40.738212585449219,1,N,-73.9967041015625,40.715213775634766,2,14.5,0,0.5,0,0,0.3,15.3
2,2015-06-02 11:28:38,2015-06-02 11:34:41,1,.89,-74.008216857910156,40.736740112304688,1,N,-74.007492065429688,40.726428985595703,1,6,0,0.5,1,0,0.3,7.8
1,2015-06-02 11:28:39,2015-06-02 12:19:47,1,6.00,-73.976173400878906,40.782379150390625,1,N,-74.002891540527344,40.715911865234375,1,32,0,0.5,0.4,0,0.3,33.2
1,2015-06-02 11:28:39,2015-06-02 11:47:30,1,1.30,-73.974716186523438,40.762020111083984,1,N,-73.990043640136719,40.751609802246094,1,12.5,0,0.5,3.3,0,0.3,16.6
2,2015-06-02 11:28:40,2015-06-02 11:46:53,1,2.03,-73.980056762695312,40.765560150146484,1,N,-73.969108581542969,40.767482757568359,2,12,0,0.5,0,0,0.3,12.8
1,2015-06-02 11:28:41,2015-06-02 11:38:51,1,.80,-73.992698669433594,40.7430419921875,1,N,-74.004653930664062,40.749553680419922,1,8,0,0.5,3,0,0.3,11.8
1,2015-06-02 11:28:41,2015-06-02 11:43:24,1,1.10,-73.991302490234375,40.74951171875,1,N,-73.977584838867187,40.753684997558594,1,10,0,0.5,2,0,0.3,12.8
1,2015-06-02 11:28:42,2015-06-02 11:35:07,1,.50,-73.984245300292969,40.745765686035156,1,N,-73.977157592773438,40.747146606445313,1,5.5,0,0.5,1.25,0,0.3,7.55
1,2015-06-02 11:28:42,2015-06-02 11:41:27,1,1.70,-73.981857299804688,40.759616851806641,1,N,-73.968368530273438,40.766998291015625,1,9.5,0,0.5,2.55,0,0.3,12.85
1,2015-06-02 11:28:44,2015-06-02 11:37:31,2,.70,-73.96331787109375,40.766311645507813,1,N,-73.973709106445313,40.764755249023438,2,7,0,0.5,0,0,0.3,7.8
2,2015-06-02 11:28:45,2015-06-02 11:34:06,1,.72,-73.967781066894531,40.765293121337891,1,N,-73.960411071777344,40.769744873046875,1,5.5,0,0.5,0,0,0.3,6.3
1,2015-06-02 11:28:46,2015-06-02 11:56:04,1,3.40,-73.999832153320312,40.738479614257813,1,N,-73.967384338378906,40.772037506103516,1,17.5,0,0.5,4.55,0,0.3,22.85
2,2015-06-02 11:28:46,2015-06-02 11:34:09,1,1.21,-73.975975036621094,40.759952545166016,1,N,-73.987152099609375,40.745193481445313,1,6,0,0.5,1.36,0,0.3,8.16
1,2015-06-02 11:28:47,2015-06-02 11:37:07,2,1.30,-73.980621337890625,40.73046875,1,N,-73.975257873535156,40.718524932861328,2,8,0,0.5,0,0,0.3,8.8
1,2015-06-02 11:28:48,2015-06-02 11:41:25,1,3.10,-73.979446411132813,40.750030517578125,1,N,-73.979743957519531,40.714073181152344,2,13,0,0.5,0,0,0.3,13.8
1,2015-06-02 11:28:49,2015-06-02 11:59:19,1,3.60,-74.005828857421875,40.750076293945312,1,N,-73.968368530273438,40.767963409423828,1,20,0,0.5,4,0,0.3,24.8
1,2015-06-02 11:28:50,2015-06-02 11:37:33,1,.80,-73.975250244140625,40.737213134765625,1,N,-73.988876342773438,40.741245269775391,1,7,0,0.5,1,0,0.3,8.8
1,2015-06-02 11:28:50,2015-06-02 11:53:16,1,3.70,-73.993446350097656,40.752651214599609,1,N,-73.956031799316406,40.787910461425781,1,18,0,0.5,3.75,0,0.3,22.55
2,2015-06-02 11:28:51,2015-06-02 11:49:26,1,2.65,-73.984161376953125,40.721702575683594,1,N,-73.99664306640625,40.747703552246094,1,14.5,0,0.5,2,0,0.3,17.3
1,2015-06-02 11:28:51,2015-06-02 11:43:54,4,1.50,-73.994186401367188,40.741214752197266,1,N,-73.980499267578125,40.760257720947266,1,10.5,0,0.5,2.25,0,0.3,13.55
2,2015-06-02 11:28:52,2015-06-02 11:38:10,1,1.39,-73.968399047851563,40.764389038085937,1,N,-73.955589294433594,40.782039642333984,1,8,0,0.5,1.76,0,0.3,10.56
2,2015-06-02 11:28:53,2015-06-02 11:28:57,2,.00,-73.988143920898438,40.731723785400391,1,N,-73.986442565917969,40.731201171875,2,2.5,0,0.5,0,0,0.3,3.3
2,2015-06-02 11:28:54,2015-06-02 11:30:10,2,.24,-73.943702697753906,40.776588439941406,1,N,-73.946807861328125,40.775848388671875,2,3,0,0.5,0,0,0.3,3.8
1,2015-06-02 11:28:55,2015-06-02 12:50:29,2,4.70,-73.943023681640625,40.840869903564453,1,N,-73.980171203613281,40.7264404296875,2,2.5,0,0.5,0,0,0.3,3.3
2,2015-06-02 11:28:55,2015-06-02 11:37:47,5,.92,-73.9715576171875,40.782390594482422,1,N,-73.959266662597656,40.775108337402344,1,7,0,0.5,1.56,0,0.3,9.36
2,2015-06-02 11:28:56,2015-06-02 11:35:53,5,.99,-73.973648071289063,40.763290405273437,1,N,-73.982330322265625,40.751438140869141,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2015-06-02 11:28:56,2015-06-02 11:42:46,1,2.24,-73.95556640625,40.819667816162109,1,N,-73.951408386230469,40.793773651123047,1,11.5,0,0.5,2.46,0,0.3,14.76
2,2015-06-02 11:28:57,2015-06-02 11:35:57,1,.74,-73.971343994140625,40.763908386230469,1,N,-73.966880798339844,40.770771026611328,1,6,0,0.5,1.7,0,0.3,8.5
1,2015-06-02 11:28:57,2015-06-02 12:05:32,1,5.30,-73.994537353515625,40.750774383544922,1,N,-74.003623962402344,40.707759857177734,1,25.5,0,0.5,2,0,0.3,28.3
1,2015-06-02 11:28:58,2015-06-02 12:09:58,2,10.10,-73.87445068359375,40.7740478515625,1,N,-73.971977233886719,40.756462097167969,1,35,0,0.5,6,5.54,0.3,47.34
2,2015-06-02 11:28:59,2015-06-02 11:35:40,3,.98,-74.005126953125,40.722900390625,1,N,-73.993682861328125,40.72705078125,2,6.5,0,0.5,0,0,0.3,7.3
2,2015-06-02 11:29:01,2015-06-02 11:49:25,5,1.59,-73.990318298339844,40.730628967285156,1,N,-73.985809326171875,40.750171661376953,1,13,0,0.5,2.76,0,0.3,16.56
1,2015-06-02 11:29:01,2015-06-02 11:36:56,1,.80,-73.996444702148438,40.753208160400391,1,N,-74.004150390625,40.742153167724609,2,6.5,0,0.5,0,0,0.3,7.3
1,2015-06-02 11:29:02,2015-06-02 12:03:27,1,6.30,-73.991996765136719,40.737949371337891,1,N,-73.959770202636719,40.658782958984375,1,26,0,0.5,8,0,0.3,34.8
2,2015-06-02 11:29:02,2015-06-02 11:34:11,1,.50,-73.995491027832031,40.745010375976563,1,N,-74.000617980957031,40.74151611328125,1,5,0,0.5,1.45,0,0.3,7.25
2,2015-06-02 11:29:03,2015-06-02 11:44:21,2,1.62,-73.984992980957031,40.744316101074219,1,N,-73.9696044921875,40.762943267822266,1,10.5,0,0.5,2.26,0,0.3,13.56
1,2015-06-02 11:29:04,2015-06-02 11:41:55,1,1.20,-73.989303588867187,40.748088836669922,1,N,-73.973373413085937,40.752979278564453,1,9,0,0.5,1.95,0,0.3,11.75
2,2015-06-02 11:29:04,2015-06-02 11:42:51,5,2.51,-74.014801025390625,40.71405029296875,1,N,-74.001449584960938,40.741245269775391,2,12,0,0.5,0,0,0.3,12.8
2,2015-06-02 11:29:05,2015-06-02 11:35:26,6,.85,-73.974273681640625,40.748870849609375,1,N,-73.980743408203125,40.737960815429688,1,6,0,0.5,1.36,0,0.3,8.16
2,2015-06-02 11:29:05,2015-06-02 11:31:14,1,.53,-73.964073181152344,40.765373229980469,1,N,-73.961921691894531,40.771190643310547,2,4,0,0.5,0,0,0.3,4.8
2,2015-06-02 11:29:07,2015-06-02 11:44:55,5,2.69,-73.945289611816406,40.775226593017578,1,N,-73.980720520019531,40.779167175292969,1,13,0,0.5,1.55,0,0.3,15.35
2,2015-06-02 11:29:08,2015-06-02 11:35:12,6,.63,-73.965736389160156,40.773700714111328,1,N,-73.969261169433594,40.769329071044922,2,5.5,0,0.5,0,0,0.3,6.3
1,2015-06-02 11:29:08,2015-06-02 11:39:08,1,.70,-73.992012023925781,40.726001739501953,1,N,-73.996086120605469,40.732444763183594,2,7.5,0,0.5,0,0,0.3,8.3
1,2015-06-02 11:29:09,2015-06-02 11:56:20,2,2.50,-73.977363586425781,40.749782562255859,1,N,-73.957077026367188,40.773998260498047,1,17,0,0.5,3.2,0,0.3,21
2,2015-06-02 11:29:09,2015-06-02 12:26:21,1,11.78,-73.863258361816406,40.7689208984375,1,N,-73.988143920898438,40.765750885009766,2,44.5,0,0.5,0,5.54,0.3,50.84
1,2015-06-02 11:29:10,2015-06-02 11:38:40,1,.60,-73.98028564453125,40.754093170166016,1,N,-73.98077392578125,40.7606201171875,1,6,0,0.5,1,0,0.3,7.8
2,2015-06-02 11:29:11,2015-06-02 11:35:04,5,.79,-73.960250854492188,40.768726348876953,1,N,-73.954994201660156,40.778308868408203,2,5.5,0,0.5,0,0,0.3,6.3
1,2015-06-02 11:29:11,2015-06-02 11:41:11,1,1.20,-74.004158020019531,40.707168579101563,1,N,-74.003204345703125,40.719753265380859,1,9,0,0.5,1.95,0,0.3,11.75
2,2015-06-02 11:29:12,2015-06-02 11:35:40,2,1.28,-73.970497131347656,40.764663696289063,1,N,-73.958084106445313,40.7786865234375,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2015-06-02 11:29:14,2015-06-02 11:51:15,6,7.74,-73.961982727050781,40.776187896728516,1,N,-73.931304931640625,40.857063293457031,1,24.5,0,0.5,1,0,0.3,26.3
2,2015-06-02 11:29:15,2015-06-02 11:35:39,1,.90,-73.975517272949219,40.760871887207031,1,N,-73.978919982910156,40.750019073486328,1,6,0,0.5,1.36,0,0.3,8.16
2,2015-06-02 11:29:15,2015-06-02 11:38:02,1,.52,-73.96240234375,40.767940521240234,1,N,-73.968009948730469,40.763919830322266,2,6.5,0,0.5,0,0,0.3,7.3
1,2015-06-02 11:29:16,2015-06-02 12:22:44,1,9.50,-73.863449096679688,40.7698974609375,1,N,-73.981819152832031,40.755542755126953,1,40,0,0.5,9.25,5.54,0.3,55.59
1,2015-06-02 11:29:16,2015-06-02 11:37:29,1,.90,-73.996490478515625,40.729568481445313,1,N,-74.006271362304688,40.734146118164063,1,7,0,0.5,1.2,0,0.3,9
2,2015-06-02 11:29:17,2015-06-02 12:03:00,1,2.56,-73.995285034179688,40.739158630371094,1,N,-73.969200134277344,40.761745452880859,1,20,0,0.5,5.2,0,0.3,26
2,2015-06-02 11:29:18,2015-06-02 11:36:51,1,.80,-73.991455078125,40.754837036132813,1,N,-73.998893737792969,40.761192321777344,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2015-06-02 11:29:19,2015-06-02 11:42:38,2,1.20,-73.98333740234375,40.744388580322266,1,N,-73.996292114257813,40.740505218505859,1,9.5,0,0.5,2,0,0.3,12.3
1,2015-06-02 11:29:20,2015-06-02 11:35:36,1,.70,-74.005889892578125,40.735847473144531,1,N,-73.997093200683594,40.732616424560547,1,6,0,0.5,1.7,0,0.3,8.5
2,2015-06-02 11:29:20,2015-06-02 11:51:09,1,1.24,-73.985733032226563,40.759189605712891,1,N,-73.994987487792969,40.750038146972656,1,13.5,0,0.5,2.86,0,0.3,17.16
2,2015-06-02 11:29:21,2015-06-02 12:23:44,1,9.64,-73.874435424804688,40.773956298828125,1,N,-73.97174072265625,40.765453338623047,1,41,0,0.5,11.84,5.54,0.3,59.18
2,2015-06-02 11:29:22,2015-06-02 11:35:27,1,.95,-73.963264465332031,40.803836822509766,1,N,-73.96966552734375,40.794635772705078,2,5.5,0,0.5,0,0,0.3,6.3
1,2015-06-02 11:29:22,2015-06-02 11:42:35,1,.70,-73.975967407226562,40.740707397460938,1,N,-73.988182067871094,40.745983123779297,1,9,0,0.5,2,0,0.3,11.8
2,2015-06-02 11:29:23,2015-06-02 12:09:25,1,3.11,-73.989631652832031,40.729740142822266,1,N,-73.975418090820313,40.765529632568359,1,24,0,0.5,7.44,0,0.3,32.24
2,2015-06-02 11:29:24,2015-06-02 11:54:11,3,2.24,-73.965423583984375,40.79071044921875,1,N,-73.972732543945313,40.764911651611328,2,16,0,0.5,0,0,0.3,16.8
1,2015-06-02 11:29:25,2015-06-02 11:43:38,1,1.20,-73.992660522460938,40.752086639404297,1,N,-73.983055114746094,40.762619018554687,2,10,0,0.5,0,0,0.3,10.8
2,2015-06-02 11:29:25,2015-06-02 11:52:49,1,1.27,-73.961807250976563,40.763710021972656,1,N,-73.978309631347656,40.758041381835937,2,14.5,0,0.5,0,0,0.3,15.3
2,2015-06-02 11:29:26,2015-06-02 11:46:49,1,1.67,-73.951828002929687,40.766620635986328,1,N,-73.970718383789063,40.760398864746094,2,11.5,0,0.5,0,0,0.3,12.3
2,2015-06-02 11:29:27,2015-06-02 11:48:41,5,1.69,-73.977363586425781,40.753303527832031,1,N,-73.957771301269531,40.761089324951172,1,12.5,0,0.5,2.66,0,0.3,15.96
2,2015-06-02 11:29:28,2015-06-02 11:53:48,3,1.50,-73.989723205566406,40.733848571777344,1,N,-73.975273132324219,40.747928619384766,1,15,0,0.5,3.16,0,0.3,18.96
2,2015-06-02 11:29:28,2015-06-02 11:44:24,1,1.33,-73.991195678710938,40.740005493164063,1,N,-73.97705078125,40.750896453857422,1,10,0,0.5,1,0,0.3,11.8
2,2015-06-02 11:29:30,2015-06-02 11:56:56,1,3.11,-73.971046447753906,40.75823974609375,1,N,-73.9761962890625,40.791160583496094,1,17,0,0.5,4.45,0,0.3,22.25
2,2015-06-02 11:29:30,2015-06-02 11:43:53,6,1.64,-73.962722778320312,40.775543212890625,1,N,-73.970611572265625,40.755691528320313,2,10.5,0,0.5,0,0,0.3,11.3
2,2015-06-02 11:29:31,2015-06-02 11:36:18,1,1.15,-73.960899353027344,40.760883331298828,1,N,-73.951034545898438,40.774509429931641,2,6.5,0,0.5,0,0,0.3,7.3
1,2015-06-02 11:29:31,2015-06-02 11:58:32,1,1.60,-73.975173950195313,40.745967864990234,1,N,-73.974411010742188,40.763175964355469,2,17,0,0.5,0,0,0.3,17.8
2,2015-06-02 11:29:32,2015-06-02 11:41:01,1,2.04,-73.961082458496094,40.76068115234375,1,N,-73.957389831542969,40.782810211181641,1,9.5,0,0.5,2,0,0.3,12.3
1,2015-06-02 11:29:32,2015-06-02 11:37:38,1,1.00,-73.969985961914063,40.785636901855469,1,N,-73.961692810058594,40.780082702636719,1,7,0,0.5,1.55,0,0.3,9.35
1,2015-06-02 11:29:33,2015-06-02 12:00:42,3,13.30,-73.992294311523438,40.758441925048828,1,N,-73.847793579101563,40.840717315673828,2,39.5,0,0.5,0,0,0.3,40.3
1,2015-06-02 11:29:34,2015-06-02 11:37:13,1,1.10,-73.982559204101563,40.750953674316406,1,N,-73.99334716796875,40.736293792724609,2,7,0,0.5,0,0,0.3,7.8
2,2015-06-02 11:29:36,2015-06-02 11:56:25,1,2.70,-73.990867614746094,40.75054931640625,1,N,-73.989280700683594,40.721549987792969,2,17,0,0.5,0,0,0.3,17.8
2,2015-06-02 11:29:36,2015-06-02 11:52:41,1,2.16,-73.992477416992188,40.749546051025391,1,N,-73.971168518066406,40.763656616210938,1,15,0,0.5,3.95,0,0.3,19.75
2,2015-06-02 11:29:36,2015-06-02 11:46:07,1,1.02,-74.000869750976563,40.761791229248047,1,N,-73.987861633300781,40.754688262939453,1,11,0,0.5,1,0,0.3,12.8
1,2015-06-02 11:29:33,2015-06-02 11:44:50,1,1.20,-73.955322265625,40.780094146728516,1,N,-73.967201232910156,40.767555236816406,1,10.5,0,0.5,2.26,0,0.3,13.56
1,2015-06-02 11:29:37,2015-06-02 11:55:16,1,2.50,-73.981971740722656,40.746387481689453,1,N,-73.979011535644531,40.773368835449219,1,16.5,0,0.5,3.45,0,0.3,20.75
2,2015-06-02 11:29:38,2015-06-02 12:47:27,2,18.02,-73.781852722167969,40.644660949707031,2,N,-73.988845825195313,40.758708953857422,1,52,0,0.5,5.55,5.54,0.3,63.89
2,2015-06-02 11:29:39,2015-06-02 11:56:00,1,4.82,-73.954879760742187,40.780319213867188,1,N,-73.989143371582031,40.744731903076172,1,21,0,0.5,2.2,0,0.3,24
2,2015-06-02 11:29:39,2015-06-02 11:44:56,1,2.08,-73.990516662597656,40.750923156738281,1,N,-74.001220703125,40.725326538085938,2,11,0,0.5,0,0,0.3,11.8
2,2015-06-02 11:29:39,2015-06-02 11:38:43,3,1.06,-73.985122680664062,40.733451843261719,1,N,-73.975486755371094,40.729026794433594,2,7.5,0,0.5,0,0,0.3,8.3
